Word,Doc Name,TF value,IDF value,Profile Score,,,,,,,,,,,
time,doc2,0.25,1.09861228866811,0.274653072167027,,time,todays,quotes,quote,current,weather,what,some,,
todays,doc2,0.125,1.09861228866811,0.137326536083514,,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
quotes,doc3,0.105263157894737,1.09861228866811,0.115643398807169,doc1,0,0,0,,,,,,,0.0435
quote,doc3,0.087719298245614,1.09861228866811,0.096369499005975,,1,,,,,,1,,,
current,doc2,0.0625,1.09861228866811,0.068663268041757,,,,,,,,,,,
weather,doc2,0.0625,1.09861228866811,0.068663268041757,,,,,,,,,,,
what,doc2,0.125,0.405465108108164,0.050683138513521,,doc1,0X1,0X2,0X3,,,,,,
some,doc3,0.043859649122807,1.09861228866811,0.048184749502987,,,,,,,,,,,
which,doc1,0.039735099337748,1.09861228866811,0.043653468423898,,,,,,,,,,,
many,doc1,0.035320088300221,1.09861228866811,0.038803083043465,,,,,,,,,,,
please,doc3,0.035087719298246,1.09861228866811,0.03854779960239,,,,,,,,,,,
sayings,doc3,0.035087719298246,1.09861228866811,0.03854779960239,,,,,,,,,,,
are,doc1,0.030905077262693,1.09861228866811,0.033952697663032,,,,,,,,,X.Y/(|X| * |Y|,,
about,doc3,0.026315789473684,1.09861228866811,0.028910849701792,,,,,,,X[1],,,,
python,doc2,0.0625,0.405465108108164,0.02534156925676,,,,,,,X[2],,,,
sing,doc2,0.0625,0.405465108108164,0.02534156925676,,,,,,,X[3],,,,
tell,doc2,0.0625,0.405465108108164,0.02534156925676,,,,,,,,,,,
there,doc1,0.022075055187638,1.09861228866811,0.024251926902166,,,,,,,,,,,
related,doc3,0.017543859649123,1.09861228866811,0.019273899801195,,,,,,,,,,,
show,doc3,0.017543859649123,1.09861228866811,0.019273899801195,,,,,,,,,,,
famous,doc3,0.043859649122807,0.405465108108164,0.017783557373165,,,,,,,,,,,
tell,doc3,0.043859649122807,0.405465108108164,0.017783557373165,,doc1,,,Y,,,,,,
does,doc1,0.015452538631347,1.09861228866811,0.016976348831516,,,,,,,,,,,
how,doc1,0.035320088300221,0.405465108108164,0.014321063421039,,,,,,,,,,,
of,doc1,0.035320088300221,0.405465108108164,0.014321063421039,,,,,,,,,,,
have,doc1,0.011037527593819,1.09861228866811,0.012125963451083,,,,,,,,,,,
who,doc1,0.011037527593819,1.09861228866811,0.012125963451083,,,,,,,,,,,
world,doc1,0.011037527593819,1.09861228866811,0.012125963451083,,,,,,,,,,,
what,doc1,0.026490066225166,0.405465108108164,0.010740797565779,,,,,,,,,,,
of,doc3,0.026315789473684,0.405465108108164,0.010670134423899,,,,,,,,,,,
you,doc1,0.008830022075055,1.09861228866811,0.009700770760866,,,,,,,,,,,
abraham,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
bad,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
brother,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
fathers,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
forgiveness,are,doc1,1.09861228866811,0.009636949900597,,,,,,,,,,,
friendship,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
ghandhiji,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
good,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
happiness,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
happy,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
health,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
inspiration,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
inspirational,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
inspire,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
jobs,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
john,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
kennedy,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
latest,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
lincoln,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
love,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
morning,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
motivational,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
new,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
old,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
random,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
sad,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
say,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
saying,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
sister,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
steve,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
teacher,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
with,doc3,0.008771929824561,1.09861228866811,0.009636949900597,,,,,,,,,,,
call,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
called,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
country,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
earth,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
has,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
sides,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
year,doc1,0.006622516556291,1.09861228866811,0.00727557807065,,,,,,,,,,,
by,doc3,0.017543859649123,0.405465108108164,0.007113422949266,,,,,,,,,,,
for,doc3,0.017543859649123,0.405465108108164,0.007113422949266,,,,,,,,,,,
animal,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
baby,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
cards,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
colours,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
cricket,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
english,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
frog,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
grows,doc1,0.004415011037528,1.09861228866811,0.004850385380433,,,,,,,,,,,
